"date","Meghalaya/East Garo Hills","Meghalaya/East Jaintia Hills","Meghalaya/East Khasi Hills","Meghalaya/North Garo Hills","Meghalaya/RiBhoi","Meghalaya/Ribhoi","Meghalaya/South Garo Hills","Meghalaya/South West Garo Hills","Meghalaya/South West Khasi Hills","Meghalaya/West Garo Hills","Meghalaya/West Jaintia Hills","Meghalaya/West Khasi Hills"
"2020-04-13","","","","","","","","","","","",""
"2020-04-15","","","6","","","","","","","","",""
"2020-04-16","","","2","","","","","","","","",""
"2020-04-18","","","2","","","","","","","","",""
"2020-04-21","","","1","","","","","","","","",""
"2020-05-01","","","0","","","","","","","","",""
"2020-05-09","","","1","","","","","","","","",""
"2020-05-13","","","0","","","","","","","","",""
"2020-05-18","","","0","","","","","","","","",""
"2020-05-20","","","","","","","","","","","",""
"2020-05-25","","","","","","","","","","","",""
"2020-05-26","","","5","","","","","","","","",""
"2020-05-28","","","","","","","","","","1","",""
"2020-05-29","","","1","","","","","","","1","",""
"2020-06-01","","","","","","","","1","","","",""
"2020-06-02","","","","","","","","","","2","",""
"2020-06-03","","","2","","","","","","","","",""
"2020-06-07","","","3","","","","","","","","",""
"2020-06-08","","","","","","","","","","","3",""
"2020-06-09","","","","","","","","1","","","1",""
"2020-06-10","","","1","","","","","","","","",""
"2020-06-12","","","0","0","","","","","","0","",""
"2020-06-13","","","","","","","","","","0","",""
"2020-06-14","","","","","","","","0","","","",""
"2020-06-16","","","","","","","","","","0","",""
"2020-06-17","","","0","","","-1","","0","","","",""
"2020-06-18","","","","","","","","","","","0",""
"2020-06-22","","","","","","","","2","","","",""
"2020-06-23","","","","","","","","","","","0",""
"2020-06-26","","","1","","","1","","","","","",""
"2020-06-28","","","2","","","","","","","","",""
"2020-06-29","","","1","","","","","","","","",""
"2020-06-30","","","","","","","","","","1","",""
"2020-07-01","","","2","","","","","","","","",""
"2020-07-02","","","","","","3","","","","","",""
"2020-07-03","","","2","","","1","","","","1","",""
"2020-07-04","","","3","","","5","","","","","",""
"2020-07-05","","","1","","","1","","","","","",""
"2020-07-06","","","12","","","3","","","","1","",""
"2020-07-07","","","6","","","","","","","","",""
"2020-07-08","","","4","","","2","","0","","","",""
"2020-07-09","","","13","","","","","","","","",""
"2020-07-10","","","64","","","","","","","","",""
"2020-07-16","","1","171","1","","8","","0","","4","","0"
"2020-07-17","","","19","","","7","","","","","",""
"2020-07-18","","","7","","","4","","","","3","",""
"2020-07-19","","","31","","","1","","1","","","",""
"2020-07-20","","","16","","","","","","","3","",""
"2020-07-21","","","13","","","7","","","","0","1",""
"2020-07-22","","2","19","","","","","","","","4",""
"2020-07-23","","","13","","","","","3","","3","",""
"2020-07-24","","2","48","","","0","","","","","3",""
"2020-07-25","","4","54","","","","","","","","1",""
"2020-07-26","","5","37","1","","9","","","","","1","3"
"2020-07-27","","2","12","-1","","36","1","-3","","4","","-1"
"2020-07-28","","","36","","","","0","","","1","3","1"
"2020-07-29","0","","2","0","","1","","","","2","",""
"2020-07-30","","","15","","","","1","","","2","1",""
"2020-07-31","","","19","","","0","1","","","","",""
"2020-08-01","","1","26","","","3","","","","1","1","1"
"2020-08-02","","1","13","","","4","","","","","",""
"2020-08-03","","","21","","","5","","","","","2",""
"2020-08-04","","","9","","","1","","0","","-2","","7"
"2020-08-05","","","19","","","0","","2","","1","",""
"2020-08-06","","","17","","","19","","","","14","1",""
"2020-08-07","","1","11","","","2","","","","1","0","1"
"2020-08-08","","","12","2","","0","","","","3","0",""
"2020-08-09","","0","19","","","20","","","","","",""
"2020-08-10","","","12","","","2","","","","39","",""
"2020-08-11","","","8","2","","8","","","","7","1","0"
"2020-08-12","","1","23","1","","1","1","","","10","","0"
"2020-08-13","","","13","1","","0","","","","","",""
"2020-08-14","","0","14","","","","","1","","20","",""
"2020-08-15","","","19","2","","9","0","","","34","0",""
"2020-08-16","","","20","","","14","","","","48","0",""
"2020-08-17","","1","40","","","","","","","3","0",""
"2020-08-18","","1","27","","","3","","1","","7","",""
"2020-08-19","","2","49","2","","0","","","","25","",""
"2020-08-20","1","","106","","","6","","","","12","1",""
"2020-08-21","2","","33","","","1","","","","3","1","17"
"2020-08-22","","4","66","2","","2","","","","9","0","10"
"2020-08-23","","3","64","1","","3","10","","","9","","16"
"2020-08-24","","0","55","","","4","","","","","0","0"
"2020-08-25","","","31","1","","3","","","0","6","1",""
"2020-08-26","9","","32","","","-16","","0","","7","",""
"2020-08-27","27","","30","1","","0","1","2","","19","0",""
"2020-08-28","32","3","46","3","","2","","","","23","","1"
"2020-08-29","","","26","0","","0","2","","","15","",""
"2020-08-30","9","4","31","","","6","1","0","","9","",""
"2020-08-31","","4","14","-1","","1","","1","","5","","1"
"2020-09-01","4","","54","","","5","2","","","7","",""
"2020-09-02","2","9","41","","","16","3","","","6","",""
"2020-09-03","","","78","0","","13","2","","","15","1","0"
"2020-09-04","","4","43","2","","27","1","","1","24","6","0"
"2020-09-05","15","","121","2","","31","","","","12","","1"
"2020-09-06","","3","35","4","","1","4","1","","40","1",""
"2020-09-07","1","2","5","1","","3","1","","","12","3","1"
"2020-09-08","0","","25","","","1","","3","","13","0",""
"2020-09-09","0","59","30","0","","2","4","0","","25","","1"
"2020-09-10","","27","40","","","11","","1","","18","1","1"
"2020-09-11","0","27","98","3","","0","","3","","17","1","2"
"2020-09-12","1","7","124","","","14","","","4","17","","1"
"2020-09-13","","2","85","","","9","","","","13","",""
"2020-09-14","","2","124","","","12","","","","1","",""
"2020-09-15","","61","77","1","","23","1","1","","9","1",""
"2020-09-16","1","34","105","0","","8","0","","2","6","","2"
"2020-09-17","2","28","106","0","","9","","3","0","12","0","1"
"2020-09-19","","1","87","","","4","0","1","","18","1",""
"2020-09-20","","","78","","","14","","3","","7","","1"
"2020-09-21","","0","59","1","","0","","0","","12","1",""
"2020-09-22","2","5","74","-1","","-28","-1","5","-1","9","-1","-5"
"2020-09-23","","3","117","5","","37","0","0","","5","3",""
"2020-09-24","1","","100","7","","5","","1","1","5","0","2"
"2020-09-25","","1","45","9","","2","0","2","","20","1",""
"2020-09-26","6","1","31","4","","1","0","0","0","5","1","0"
"2020-09-27","0","0","69","1","","0","1","2","","16","","1"
"2020-09-28","","0","46","-4","","3","1","3","","11","","0"
"2020-09-29","1","1","54","","","2","","2","","37","4",""
"2020-09-30","1","","113","1","","18","","11","1","30","","1"
"2020-10-01","","3","85","","","56","1","","1","13","4",""
"2020-10-02","1","13","183","","","7","6","9","","9","","3"
"2020-10-03","2","11","339","6","","30","","0","10","19","6",""
"2020-10-04","","0","126","1","","44","1","6","2","12","8",""
"2020-10-05","","10","35","","","54","","1","1","6","2","0"
"2020-10-06","2","6","195","3","","19","","7","1","26","10","1"
"2020-10-07","4","2","72","1","","33","3","","","11","2",""
"2020-10-08","1","1","79","3","","-21","14","","6","7","3","1"
"2020-10-09","0","2","93","4","","10","5","0","","13","",""
"2020-10-10","1","0","83","1","","31","3","2","8","8","18","1"
"2020-10-11","9","0","75","","","25","1","4","5","17","1","2"
"2020-10-12","-1","2","50","0","","0","","0","0","11","26",""
"2020-10-13","0","1","45","2","","5","2","1","","10","1",""
"2020-10-14","6","1","104","2","","11","1","1","1","25","0","1"
"2020-10-15","5","4","124","1","","5","4","","0","26","4",""
"2020-10-16","7","7","71","1","","21","2","0","0","12","6","12"
"2020-10-17","","0","56","","","2","","1","1","11","0","30"
"2020-10-18","18","1","61","1","","8","0","2","0","13","0",""
"2020-10-19","","1","11","","","5","","0","","5","6",""
"2020-10-20","3","2","26","1","","1","3","","1","17","3",""
"2020-10-21","2","1","12","0","","0","2","0","0","6","5","0"
"2020-10-23","1","1","51","","","0","1","0","0","21","6","0"
"2020-10-24","3","-1","42","0","","2","","1","-1","13","13","9"
"2020-10-25","0","7","39","3","","76","1","1","","8","0","1"
"2020-10-26","","","23","3","","1","","1","1","5","14",""
"2020-10-27","0","5","41","0","","0","5","","","14","5","0"
"2020-10-28","4","","55","1","","4","0","1","","19","6",""
"2020-10-29","9","2","40","0","","6","1","1","1","15","2",""
"2020-10-30","1","0","24","1","","23","0","0","","27","2","-1"
"2020-10-31","5","0","39","4","","16","1","0","1","0","4",""
"2020-11-01","2","4","41","0","","81","","2","","21","4",""
"2020-11-02","1","0","29","1","","2","0","","","2","36",""
"2020-11-03","3","8","19","1","","11","2","1","","6","8","4"
"2020-11-04","7","13","25","","","2","","2","","6","4","1"
"2020-11-05","17","14","22","1","","5","","6","0","9","18",""
"2020-11-06","25","6","21","","","13","2","4","","10","5",""
"2020-11-07","0","2","24","0","","9","5","2","","8","18",""
"2020-11-08","7","","69","","","61","5","0","0","11","2",""
"2020-11-09","5","0","15","0","","2","","1","","4","1",""
"2020-11-10","2","9","26","1","","11","4","3","1","10","-1","0"
"2020-11-11","6","11","22","2","","6","6","2","","6","10","1"
"2020-11-12","11","3","40","0","","54","3","1","-1","7","4","22"
"2020-11-13","6","2","31","0","","19","3","2","","6","1","0"
"2020-11-14","1","2","24","","","11","3","1","","7","2",""
"2020-11-15","0","0","26","1","","0","","2","","4","0","2"
"2020-11-16","0","0","17","1","","6","","3","","14","0",""
"2020-11-17","2","0","46","","","2","2","14","","18","1","0"
"2020-11-18","2","7","51","2","","0","","1","1","11","1",""
"2020-11-19","3","2","51","1","","4","4","2","0","41","0","1"
"2020-11-20","2","4","97","0","","1","8","1","0","60","",""
"2020-11-21","1","2","53","0","","1","8","4","","47","0","1"
"2020-11-22","1","1","44","1","","3","5","4","","10","1",""
"2020-11-23","","","22","","","9","20","1","","6","",""
"2020-11-24","2","0","32","1","","1","4","5","","9","3",""
"2020-11-25","0","1","27","","","4","","1","","17","8","1"
"2020-11-26","0","","51","0","","4","","2","","10","1",""
"2020-11-27","2","0","34","0","","1","0","5","","10","",""
"2020-11-28","0","0","53","2","","3","","0","","9","3","1"
"2020-11-29","0","0","28","","","2","1","0","","4","1",""
"2020-11-30","0","4","53","","","4","1","-1","","5","","4"
"2020-12-01","16","0","36","","","0","0","4","2","6","1",""
"2020-12-26","0","","1","","","","0","1","","0","0",""
"2020-12-27","","","5","0","","0","","0","","0","",""
"2020-12-28","1","","2","","","","","0","","","",""
"2020-12-29","","","6","1","","0","","","","1","0",""
"2020-12-30","","","16","0","","0","0","1","","3","1",""
"2021-01-02","","","37","","","1","0","","","2","","0"
"2021-01-03","","","10","","","","","0","","0","1",""
"2021-01-04","","2","18","","","","","","","","2",""
"2021-01-05","","","42","","","0","1","","","0","1",""
"2021-01-06","","","12","","","1","","0","","0","6",""
"2021-01-07","0","","8","1","","0","","","","","1","1"
"2021-01-08","","3","21","1","","","1","","","0","",""
"2021-01-09","","-2","20","1","","","-1","","","0","14",""
"2021-01-10","","","16","","","","","","","1","2",""
"2021-01-11","","1","17","","","","","","","0","1","1"
"2021-01-12","","1","17","","","2","","","","0","",""
"2021-01-13","","","13","","","","","","","","5",""
"2021-01-14","","13","4","","","","","","","1","0",""
"2021-01-15","","","3","","","","","","","","1",""
"2021-01-16","","","2","0","","","","","","","",""
"2021-01-17","","1","11","","","0","0","","","0","0",""
"2021-01-18","","0","1","","","1","","","","","",""
"2021-01-19","","0","3","","","","","","","","0",""
"2021-01-20","","","6","","","","","","","1","",""
"2021-01-21","","2","2","","","","","","","","0",""
"2021-01-22","","","2","","","0","","","","","","0"
"2021-01-23","","0","3","","","","","1","","","0",""
"2021-01-24","","0","3","","","2","","","","0","",""
"2021-01-25","","0","2","0","","","","","","","0",""
"2021-01-26","","0","4","0","","1","","","","","","1"
"2021-01-27","","","1","0","","","","","","","",""
"2021-01-28","","","8","","","","","","","","","0"
"2021-01-29","","","2","","","1","","","","","1",""
"2021-01-30","","0","8","","","","","","","0","",""
"2021-01-31","","","0","","","1","","","","","1","1"
"2021-02-01","","","0","","","","","","","","",""
"2021-02-02","","1","2","","","-1","","","","","","2"
"2021-02-03","","","6","","","0","","0","","","",""
"2021-02-04","","","19","","","","","1","","","",""
"2021-02-05","","2","4","","","18","","-1","","1","3",""
"2021-02-06","","","24","","","","","","","","",""
"2021-02-07","","","26","","","3","","","","","11",""
"2021-02-08","","","1","","","","","","","","",""
"2021-02-09","","","0","","","1","","","","","6","0"
"2021-02-10","","1","21","","","","","","","","9",""
"2021-02-11","","","7","","","0","","","","","0","0"
"2021-02-12","","","1","","","","","","","","",""
"2021-02-13","","","5","","","","","","","","",""
"2021-02-14","","","4","","","0","","","","","1",""
"2021-02-15","","0","0","","","0","","","","","",""
"2021-02-16","","1","1","","","0","","","","0","0","0"
"2021-02-17","","","0","","","","","","","","","1"
"2021-02-18","","","1","","","0","","","","","0",""
"2021-02-19","","","5","","","","","","","","",""
"2021-02-20","","0","1","","","","","","","","0","0"
"2021-02-21","","","0","","","","","","","","",""
"2021-02-22","","","2","","","","","","","","",""
"2021-02-23","","","0","","","","","1","","","0",""
"2021-02-24","","1","2","","","","","","","","",""
"2021-02-25","","","2","","","","","","","1","",""
"2021-02-26","","0","","","","","","","","","",""
"2021-02-27","","1","-1","","","","","","","","","0"
"2021-02-28","","","1","","","","","","","","",""
"2021-03-01","","","1","","","","","","","","",""
"2021-03-02","","","3","","","","","","","","",""
"2021-03-03","","","0","","","","","","","","",""
"2021-03-04","","","0","","","","","","","","",""
"2021-03-05","","","2","","","","","","","","",""
"2021-03-07","","0","2","","","1","","0","","1","",""
"2021-03-08","","","1","","","","","","","0","",""
"2021-03-09","","","2","","","1","","","","1","",""
"2021-03-10","","","6","","","","","","","","",""
"2021-03-11","","","2","","","","","","","","",""
"2021-03-12","","","0","","","","","","","1","",""
"2021-03-13","","","2","","","4","","","","","",""
"2021-03-14","","","4","","","1","","","","","",""
"2021-03-16","","","3","","","0","","","","","",""
"2021-03-17","","","1","","","1","","","","","",""
"2021-03-18","","","2","","","1","","","","0","",""
"2021-03-19","","","3","","","0","","","","0","",""
"2021-03-20","","","4","","","","","","","","",""
"2021-03-22","","","4","","","0","","","","","",""
"2021-03-23","","","1","","","0","","","","0","",""
"2021-03-24","","","1","","","1","","","","","",""
"2021-03-25","","","2","","","1","","","","","",""
"2021-03-26","","","5","","","2","","","","","",""
"2021-03-27","","","2","","","","","","","","",""
"2021-03-28","","","1","","","0","","","","","",""
"2021-03-29","","","1","","","0","","","","","","1"
"2021-03-30","","","2","","","","","","","21","","-1"
"2021-03-31","","","6","","","2","","","","1","",""
"2021-04-01","","","2","","","","","","","","",""
"2021-04-02","","","13","","","","","","","1","","1"
"2021-04-03","","","24","","","","","","","","",""
"2021-04-04","","","11","","","3","","","","2","",""
"2021-04-05","","","1","","","3","","","","","",""
"2021-04-06","","1","8","","","0","","","","","",""
"2021-04-07","","","3","","","2","","","","","",""
