"date","Nagaland/Dimapur","Nagaland/Kiphire","Nagaland/Kohima","Nagaland/Longleng","Nagaland/Mokokchung","Nagaland/Mon","Nagaland/Nagaland","Nagaland/Others","Nagaland/Peren","Nagaland/Phek","Nagaland/Tuensang","Nagaland/Wokha","Nagaland/Zunheboto"
"2020-05-25","","","","","","","","","","","","",""
"2020-05-26","","","","","","","","","","","","",""
"2020-05-27","","","","","","","","","","","","",""
"2020-05-28","","","","","","","","","","","","",""
"2020-05-29","","","","","","","","","","","","",""
"2020-05-30","","","","","","","","","","","","",""
"2020-05-31","","","","","","","","","","","","",""
"2020-06-02","","","","","","","","","","","","",""
"2020-06-04","","","","","","","","","","","","",""
"2020-06-06","","","","","","","","","","","","",""
"2020-06-07","0","","","","","","","","","","","",""
"2020-06-08","0","","","","","","","","","","","",""
"2020-06-09","0","","","","","","","","","","","",""
"2020-06-10","4","","8","","","","","","","","","",""
"2020-06-11","7","","0","","","","","","","","","",""
"2020-06-12","8","","0","","","","","","","","","",""
"2020-06-13","27","","","","","","","","","","","",""
"2020-06-14","-54","","-10","","","","","","","","","",""
"2020-06-15","0","","","","","","","","","","","",""
"2020-06-16","","","0","","","","","","","","","",""
"2020-06-17","0","","","","","","","","","","","",""
"2020-06-18","4","","","","","","","","","","","",""
"2020-06-19","0","","0","","","","","","","","","",""
"2020-06-20","","","0","","","","","","","","","",""
"2020-06-21","","","0","","","","","","","","","",""
"2020-06-22","0","","","","","","","","0","","","",""
"2020-06-23","0","","0","","","","","","0","","","",""
"2020-06-24","5","","2","","","","","","","","","",""
"2020-06-25","8","","2","","","","","","2","","","",""
"2020-06-26","","","","","","","","","2","","","",""
"2020-06-27","2","","0","","","","","","0","","","",""
"2020-06-28","0","","0","","","","","","0","","","",""
"2020-06-29","","","","","","","","","0","","","",""
"2020-06-30","0","","","","","","","","","","","",""
"2020-07-01","0","","0","","","","","","0","","","",""
"2020-07-02","0","","0","","","","","","0","","","",""
"2020-07-03","10","","10","","","","","","10","","","",""
"2020-07-04","","","0","","","","","","0","","","",""
"2020-07-05","0","","0","","","","","","0","","","",""
"2020-07-06","0","","","","","","","","","","","",""
"2020-07-07","","","0","","","","","","","","","",""
"2020-07-08","0","","0","","","","","","","","","",""
"2020-07-09","","","","","","","","","0","0","","",""
"2020-07-10","0","","0","","","","","","0","0","","",""
"2020-07-11","","","0","","","","","","","","","",""
"2020-07-12","0","","1","","","","","","5","8","","",""
"2020-07-13","0","","0","","","","","","","","","",""
"2020-07-14","0","","0","","","","","","0","","","",""
"2020-07-15","1","","1","","","","","","","","","",""
"2020-07-16","0","","0","","","","","","43","","","",""
"2020-07-17","0","","","","","","","","14","","","",""
"2020-07-18","0","","0","","","","","","0","","","",""
"2020-07-19","0","","0","","","","","","","","","",""
"2020-07-20","0","","0","","","","","","","","","",""
"2020-07-21","0","","","","","","","","0","","","",""
"2020-07-22","0","","0","","","","","","0","","","",""
"2020-07-23","33","","22","","","","","","192","1","","",""
"2020-07-24","0","","7","","","","","","0","","0","",""
"2020-07-25","-3","","0","","0","0","","","3","5","-1","",""
"2020-07-26","1","","5","2","","0","","","","","","",""
"2020-07-27","4","","1","","1","0","","","13","","","1",""
"2020-07-28","0","","3","","","0","","","5","0","0","0",""
"2020-07-29","0","","1","","","2","","","10","1","4","",""
"2020-07-30","0","","0","1","0","29","","","","","","",""
"2020-07-31","0","","0","","2","","","","8","","","",""
"2020-08-01","0","","3","","","","","","1","","","","1"
"2020-08-02","0","","8","","","0","","","","0","","0","0"
"2020-08-03","0","","9","","","","","","","","","","0"
"2020-08-04","0","","","","","0","","","","2","","",""
"2020-08-05","0","","-2","","2","5","","","18","","","","3"
"2020-08-06","88","","10","","2","30","","","","0","3","","1"
"2020-08-07","0","","0","","","","","","","","","","5"
"2020-08-08","52","","9","","2","","","","","5","","1","0"
"2020-08-09","0","","1","","","0","","","0","6","","4","0"
"2020-08-10","32","","12","","","23","","","0","","","2",""
"2020-08-11","1","","11","","","","","","","","0","",""
"2020-08-12","74","","5","","-1","48","","","","","","0","2"
"2020-08-13","-1","","27","","","0","","","","","","","0"
"2020-08-14","38","","14","","3","0","","","1","1","","2","0"
"2020-08-15","54","","68","","1","","","","","","0","0",""
"2020-08-16","57","","2","","1","41","","","","","","","0"
"2020-08-17","72","","30","","0","4","","","","2","","","0"
"2020-08-18","79","","36","","","0","","","","","","","19"
"2020-08-19","30","0","5","","","","","","","","","7",""
"2020-08-20","192","","21","","","0","","","","","","","2"
"2020-08-21","41","","90","","","","","","13","","","","9"
"2020-08-22","18","","72","0","","","","","2","","0","0",""
"2020-08-23","100","","21","","0","4","","","","","0","","3"
"2020-08-24","84","","18","0","","","","","","","","","0"
"2020-08-25","93","","88","1","1","0","","","0","","","0","32"
"2020-08-26","0","","0","","0","","","","","","","",""
"2020-08-27","34","","52","","","38","","","","","0","",""
"2020-08-28","110","","5","","","0","","","","","","0","0"
"2020-08-29","16","","38","","","1","","","","0","1","2",""
"2020-08-30","69","","29","","0","-1","","","","","0","","12"
"2020-08-31","26","1","13","","1","","","","","","","",""
"2020-09-01","77","","51","","","3","","","","","2","",""
"2020-09-02","6","","13","","0","","","","1","","0","1","1"
"2020-09-03","4","","86","1","","0","","","","","","","10"
"2020-09-04","6","","27","","","","","","","0","","1","3"
"2020-09-05","9","","34","","0","25","","","","","","",""
"2020-09-06","76","","1","","","0","","","","","","",""
"2020-09-07","78","","91","-1","1","1","","","2","","4","2",""
"2020-09-08","52","0","2","","0","0","","","","","","",""
"2020-09-09","4","","35","","2","7","","","","","","",""
"2020-09-10","0","","0","","0","","","","","","","","5"
"2020-09-11","4","","5","","0","0","","","0","","","0","1"
"2020-09-12","0","","25","","","5","","","0","1","","",""
"2020-09-13","23","","24","","0","","","","","","13","1",""
"2020-09-14","4","9","0","","","1","","","","","","",""
"2020-09-15","0","","27","","3","0","","","","","0","",""
"2020-09-16","14","","23","","2","1","","","","1","","",""
"2020-09-17","80","","30","","","0","","","","","","","1"
"2020-09-18","14","","8","","0","7","","","0","","0","",""
"2020-09-19","10","","28","","","2","","","","","2","","0"
"2020-09-20","68","","7","","","2","","","","","1","",""
"2020-09-21","138","","85","0","","","","","","0","0","",""
"2020-09-22","-27","","60","","","7","","","","","0","",""
"2020-09-23","2","","15","","","0","","","","","0","1",""
"2020-09-24","39","","45","","","0","","","","","2","","3"
"2020-09-25","34","2","56","","","0","","","3","","","0",""
"2020-09-26","65","","24","","0","0","","","","0","","",""
"2020-09-27","50","","7","0","7","0","","","","","2","",""
"2020-09-28","2","","45","","","2","","","","","0","",""
"2020-09-29","35","","6","","3","1","","","","","","",""
"2020-09-30","79","","1","","","3","","","","","0","",""
"2020-10-01","40","","32","0","0","1","","","1","","","",""
"2020-10-02","54","","6","","5","1","","","","","0","","1"
"2020-10-03","43","","3","","","","","","","","","",""
"2020-10-04","40","","3","0","2","1","","","","","5","",""
"2020-10-05","41","","73","","","0","","","","","","",""
"2020-10-06","28","","4","","0","3","","","2","","","",""
"2020-10-07","28","","4","","0","1","","","0","0","","1","2"
"2020-10-08","7","","59","","","0","","","0","","","",""
"2020-10-09","73","","10","0","0","0","","","0","","9","",""
"2020-10-10","27","","6","0","0","","","","0","","0","",""
"2020-10-11","33","","15","0","0","0","","","0","","1","",""
"2020-10-12","69","","0","1","0","","","","","","","",""
"2020-10-13","16","","0","","0","2","","","","","","",""
"2020-10-14","0","","80","","","0","","","2","","0","","0"
"2020-10-15","7","","27","","0","58","","","0","","8","","0"
"2020-10-16","62","","21","0","0","8","","","0","","0","",""
"2020-10-17","18","","8","","0","0","","","0","","","","0"
"2020-10-18","21","","43","1","","0","","","0","","","",""
"2020-10-19","53","0","13","","","0","","","","","0","",""
"2020-10-20","7","","13","","","13","","","","","27","",""
"2020-10-21","26","","66","","","0","","","0","1","","",""
"2020-10-22","22","0","7","","0","0","","","10","","","",""
"2020-10-23","46","","52","3","0","","","","","","0","0","0"
"2020-10-24","82","0","12","","","4","","","","","0","","0"
"2020-10-25","15","0","27","","0","5","","","3","","5","0",""
"2020-10-26","29","0","20","0","14","4","","","0","0","0","0","0"
"2020-10-27","0","0","0","0","","0","","","0","0","0","0","0"
"2020-10-28","0","0","0","","0","0","","","","","0","0","0"
"2020-10-29","102","","34","0","","5","","","5","","","","4"
"2020-10-30","144","","13","","39","8","","","2","","1","","3"
"2020-10-31","127","3","7","","","9","","","","","","",""
"2020-11-01","71","","0","0","","5","","","3","","","",""
"2020-11-02","140","","10","","0","2","","","","","","",""
"2020-11-03","162","3","6","","","6","","","3","","","",""
"2020-11-04","134","","12","","1","1","","","","0","0","",""
"2020-11-05","72","","58","","0","6","","","5","","","","3"
"2020-11-06","76","1","37","","0","0","","","0","","","1","2"
"2020-11-07","40","","13","","","0","","","0","","","","1"
"2020-11-08","55","","25","","1","19","","","1","","0","",""
"2020-11-09","49","3","20","","","","","","0","","1","",""
"2020-11-10","52","","9","","11","9","","","0","","","1",""
"2020-11-11","64","1","11","","0","0","","","0","","12","","2"
"2020-11-12","46","","38","","","3","","","","1","0","",""
"2020-11-13","78","","1","","","2","","","","0","","",""
"2020-11-14","30","","0","","","0","","","","","","",""
"2020-11-15","1","0","18","","","0","","","","","1","",""
"2020-11-16","0","","2","","","44","","","","","","",""
"2020-11-17","21","","6","","","10","","","0","0","0","",""
"2020-11-18","28","","30","","","","","","0","","0","",""
"2020-11-19","32","0","18","","","2","","","0","0","","",""
"2020-11-20","79","","8","","4","6","","","","","0","",""
"2020-11-21","28","","0","","","","","","5","","0","",""
"2020-11-22","32","","34","","","","","","","","","","0"
"2020-11-23","14","0","23","","","0","","","1","","0","",""
"2020-11-24","41","","5","","2","0","","","2","","","",""
"2020-11-25","46","","19","","","0","","","0","","","","1"
"2020-11-26","83","","18","","","13","","","0","3","14","",""
"2020-11-27","84","","125","","","1","","","0","1","0","",""
"2020-11-28","0","","0","","1","4","","","0","1","19","",""
"2020-11-29","140","","30","","","","","","","1","3","",""
"2020-11-30","28","","27","","0","0","","","133","","","",""
"2020-12-01","106","1","","","","","","","1","","","",""
"2020-12-26","2","","0","","","","","","0","","","",""
"2020-12-27","7","","6","","","10","","","","","","",""
"2020-12-28","5","0","6","","6","","","","0","","3","",""
"2020-12-29","6","","0","","","","","","","","","",""
"2020-12-30","16","","5","","0","3","","","5","","","",""
"2020-12-31","9","","8","","4","","","","","","","",""
"2021-01-01","1","4","8","0","1","","","","","","","",""
"2021-01-02","4","1","","","","","","","","","","",""
"2021-01-03","3","","1","","2","","","","","3","","",""
"2021-01-04","0","","9","","","0","","","","","","",""
"2021-01-05","1","","3","","26","","","","0","","","",""
"2021-01-06","19","","3","0","0","","","","","","","",""
"2021-01-07","4","","3","","","","","","0","","","",""
"2021-01-08","1","","","","2","","","","1","","","",""
"2021-01-09","7","","14","","4","","","","","","","",""
"2021-01-10","0","","0","","0","","","","","","","",""
"2021-01-11","3","","5","","5","","","","3","","","",""
"2021-01-12","6","1","5","","0","","","","","","","",""
"2021-01-13","0","","6","","1","0","","","","","","",""
"2021-01-14","1","","9","","1","","","","","","","",""
"2021-01-15","21","","0","","","1","","","","","","",""
"2021-01-16","0","","0","1","1","","","","","","","",""
"2021-01-17","2","","2","","0","","","","","","0","",""
"2021-01-18","1","","2","","0","","","","1","","","",""
"2021-01-19","5","","2","","","","","","","","","",""
"2021-01-20","6","","0","","","","","","1","","","",""
"2021-01-21","0","","2","","","","","","","","","",""
"2021-01-22","2","","3","","","","","","","","","",""
"2021-01-23","4","","","","0","","","","","","","",""
"2021-01-24","","","1","","","","","","","","","",""
"2021-01-25","3","","2","","4","1","","","0","","0","",""
"2021-01-26","2","","1","","","","","","","","0","",""
"2021-01-27","34","","6","","","","","","","","","",""
"2021-01-28","2","","","","3","","","","0","","","",""
"2021-01-29","2","","1","","","","","","","","","",""
"2021-01-30","","","0","","2","","","","","","","",""
"2021-01-31","","","0","","","","","","","","","",""
"2021-02-01","","","2","","","","","","","","2","",""
"2021-02-02","0","","","","","","","","","","","",""
"2021-02-03","5","","0","","","","","","","","","",""
"2021-02-04","1","","2","","3","","","","","","","",""
"2021-02-05","-28","","28","","","","","","","","","",""
"2021-02-06","4","","1","","","","","","","","","",""
"2021-02-07","","","0","","","","","","","","","",""
"2021-02-08","1","","9","","","","","","","","1","",""
"2021-02-09","3","","0","","","","","","","","","",""
"2021-02-10","3","","0","","","","","","","","","",""
"2021-02-11","5","","0","","","","","","","","","",""
"2021-02-12","1","","10","","","","","","2","","","",""
"2021-02-13","","","7","","","","","","","","","",""
"2021-02-14","","","9","","","","","","","","","",""
"2021-02-15","","","15","","","","","","","","","",""
"2021-02-16","0","","16","","","","","","","","","",""
"2021-02-17","3","","2","","","","","","","","","",""
"2021-02-18","6","","","","0","","","","","","","",""
"2021-02-19","","","9","","","","","","","","","",""
"2021-02-20","","","2","","","","","","","","","",""
"2021-02-21","","","6","","","","","","","","","",""
"2021-02-22","","","1","","","","","","","","","",""
"2021-02-24","","","4","","","","","","","","","",""
"2021-02-25","1","","0","","","","","","","","","",""
"2021-02-26","1","","3","","","","","","","","","",""
"2021-02-27","","","0","","","","","","","","","",""
"2021-02-28","","","3","","","","","","","","","",""
"2021-03-03","","","0","","","","","","","","","",""
"2021-03-04","","","2","","","","","","","","","",""
"2021-03-06","","","1","","","","","","","","","",""
"2021-03-07","","","1","","","","","","","","","",""
"2021-03-08","","","1","","","","","","","","","",""
"2021-03-09","","","1","","","","","","","","","",""
"2021-03-10","1","","7","","","","","","","","","",""
"2021-03-12","","","3","","0","","","","","","","",""
"2021-03-13","","","0","","","","","","","","","",""
"2021-03-17","","","7","","","","","","","","","",""
"2021-03-19","","","5","","","","","","","","","",""
"2021-03-24","0","","","","1","","","","","","","",""
"2021-03-25","0","","","","","","","","","","","",""
"2021-03-26","0","","","","","","","","","","","",""
"2021-03-28","0","","1","","","","","","","","","",""
"2021-03-29","","","0","","","","","","","","","",""
"2021-03-31","","","0","","","","","","","","","",""
"2021-04-01","2","","0","","","","","","","","","",""
"2021-04-02","0","","0","","","","","","","","","",""
"2021-04-03","","","","","","","","","","","0","",""
"2021-04-04","","","0","","","","","","","","","",""
"2021-04-05","0","","","","","","","","","","0","",""
"2021-04-06","2","","","","","","","","","","","",""
"2021-04-07","0","","2","","","","","","","","","",""
"2021-04-08","0","","","","","","","","","","","",""
"2021-04-09","2","","0","","","","","","","","2","",""
"2021-04-10","0","","2","","0","","","","","","","",""
"2021-04-11","1","","1","","0","","","","","","","",""
"2021-04-12","0","","0","","0","","","","","","","",""
"2021-04-13","1","","2","","","","","","","0","","0",""
"2021-04-14","3","","99","","","","","","","0","","",""
"2021-04-15","0","","3","0","0","","","","","0","","",""
"2021-04-16","1","","1","0","0","","","","","","","",""
"2021-04-17","0","","0","","0","","","","","0","","",""
"2021-04-18","0","","8","0","","","","","","","","",""
"2021-04-19","0","","0","","","","","","","","","",""
"2021-04-20","0","","0","","","","","","","","0","",""
"2021-04-21","0","","0","","0","","","","","4","0","",""
"2021-04-22","0","","2","","","","","","0","0","","",""
"2021-04-23","0","","1","","","","","","","","","",""
"2021-04-24","0","","0","","0","","","","","0","0","",""
"2021-04-25","0","","","","","","","","","","","",""
"2021-04-26","0","0","0","0","0","0","","","","2","1","",""
"2021-04-27","7","","8","0","0","0","","","0","","0","1",""
